x,y,z,hx,hy,hz
11.5,12.5,4.5,0.5,0.5,0.5
11.5,13.5,0.5,0.5,0.5,0.5
11.5,13.5,1.5,0.5,0.5,0.5
11.5,13.5,2.5,0.5,0.5,0.5
11.5,13.5,3.5,0.5,0.5,0.5
11.5,13.5,4.5,0.5,0.5,0.5
11.5,14.5,0.5,0.5,0.5,0.5
11.5,14.5,1.5,0.5,0.5,0.5
11.5,14.5,2.5,0.5,0.5,0.5
11.5,14.5,3.5,0.5,0.5,0.5
11.5,14.5,4.5,0.5,0.5,0.5
11.5,15.5,0.5,0.5,0.5,0.5
11.5,15.5,1.5,0.5,0.5,0.5
11.5,15.5,2.5,0.5,0.5,0.5
11.5,15.5,3.5,0.5,0.5,0.5
11.5,15.5,4.5,0.5,0.5,0.5
11.5,16.5,0.5,0.5,0.5,0.5
11.5,16.5,1.5,0.5,0.5,0.5
11.5,16.5,2.5,0.5,0.5,0.5
11.5,16.5,3.5,0.5,0.5,0.5
11.5,16.5,4.5,0.5,0.5,0.5
11.5,17.5,0.5,0.5,0.5,0.5
11.5,17.5,1.5,0.5,0.5,0.5
11.5,17.5,2.5,0.5,0.5,0.5
11.5,17.5,3.5,0.5,0.5,0.5
11.5,17.5,4.5,0.5,0.5,0.5
11.5,18.5,0.5,0.5,0.5,0.5
11.5,18.5,1.5,0.5,0.5,0.5
11.5,18.5,2.5,0.5,0.5,0.5
11.5,18.5,3.5,0.5,0.5,0.5
11.5,18.5,4.5,0.5,0.5,0.5
11.5,19.5,0.5,0.5,0.5,0.5
11.5,19.5,1.5,0.5,0.5,0.5
11.5,19.5,2.5,0.5,0.5,0.5
11.5,19.5,3.5,0.5,0.5,0.5
11.5,19.5,4.5,0.5,0.5,0.5
11.5,20.5,0.5,0.5,0.5,0.5
11.5,20.5,1.5,0.5,0.5,0.5
11.5,20.5,2.5,0.5,0.5,0.5
11.5,20.5,3.5,0.5,0.5,0.5
11.5,20.5,4.5,0.5,0.5,0.5
11.5,21.5,0.5,0.5,0.5,0.5
11.5,21.5,1.5,0.5,0.5,0.5
11.5,21.5,2.5,0.5,0.5,0.5
11.5,21.5,3.5,0.5,0.5,0.5
11.5,21.5,4.5,0.5,0.5,0.5
11.5,22.5,0.5,0.5,0.5,0.5
11.5,22.5,1.5,0.5,0.5,0.5
11.5,22.5,2.5,0.5,0.5,0.5
11.5,22.5,3.5,0.5,0.5,0.5
11.5,22.5,4.5,0.5,0.5,0.5
11.5,23.5,0.5,0.5,0.5,0.5
11.5,23.5,1.5,0.5,0.5,0.5
11.5,23.5,2.5,0.5,0.5,0.5
11.5,23.5,3.5,0.5,0.5,0.5
11.5,23.5,4.5,0.5,0.5,0.5
11.5,24.5,0.5,0.5,0.5,0.5
11.5,24.5,1.5,0.5,0.5,0.5
11.5,24.5,2.5,0.5,0.5,0.5
11.5,24.5,3.5,0.5,0.5,0.5
11.5,24.5,4.5,0.5,0.5,0.5
12.5,10.5,0.5,0.5,0.5,0.5
12.5,10.5,1.5,0.5,0.5,0.5
12.5,10.5,2.5,0.5,0.5,0.5
12.5,10.5,3.5,0.5,0.5,0.5
12.5,10.5,4.5,0.5,0.5,0.5
12.5,11.5,0.5,0.5,0.5,0.5
12.5,11.5,1.5,0.5,0.5,0.5
12.5,11.5,2.5,0.5,0.5,0.5
12.5,11.5,3.5,0.5,0.5,0.5
12.5,11.5,4.5,0.5,0.5,0.5
12.5,12.5,0.5,0.5,0.5,0.5
12.5,12.5,1.5,0.5,0.5,0.5
12.5,12.5,2.5,0.5,0.5,0.5
12.5,12.5,3.5,0.5,0.5,0.5
12.5,12.5,4.5,0.5,0.5,0.5
12.5,13.5,0.5,0.5,0.5,0.5
12.5,13.5,1.5,0.5,0.5,0.5
12.5,13.5,2.5,0.5,0.5,0.5
12.5,13.5,3.5,0.5,0.5,0.5
12.5,13.5,4.5,0.5,0.5,0.5
12.5,14.5,0.5,0.5,0.5,0.5
12.5,14.5,1.5,0.5,0.5,0.5
12.5,14.5,2.5,0.5,0.5,0.5
12.5,14.5,3.5,0.5,0.5,0.5
12.5,14.5,4.5,0.5,0.5,0.5
12.5,15.5,0.5,0.5,0.5,0.5
12.5,15.5,1.5,0.5,0.5,0.5
12.5,15.5,2.5,0.5,0.5,0.5
12.5,15.5,3.5,0.5,0.5,0.5
12.5,15.5,4.5,0.5,0.5,0.5
12.5,16.5,0.5,0.5,0.5,0.5
12.5,16.5,1.5,0.5,0.5,0.5
12.5,16.5,2.5,0.5,0.5,0.5
12.5,16.5,3.5,0.5,0.5,0.5
12.5,16.5,4.5,0.5,0.5,0.5
12.5,17.5,0.5,0.5,0.5,0.5
12.5,17.5,1.5,0.5,0.5,0.5
12.5,17.5,2.5,0.5,0.5,0.5
12.5,17.5,3.5,0.5,0.5,0.5
12.5,17.5,4.5,0.5,0.5,0.5
12.5,18.5,0.5,0.5,0.5,0.5
12.5,18.5,1.5,0.5,0.5,0.5
12.5,18.5,2.5,0.5,0.5,0.5
12.5,18.5,3.5,0.5,0.5,0.5
12.5,18.5,4.5,0.5,0.5,0.5
12.5,19.5,0.5,0.5,0.5,0.5
12.5,19.5,1.5,0.5,0.5,0.5
12.5,19.5,2.5,0.5,0.5,0.5
12.5,19.5,3.5,0.5,0.5,0.5
12.5,19.5,4.5,0.5,0.5,0.5
12.5,20.5,0.5,0.5,0.5,0.5
12.5,20.5,1.5,0.5,0.5,0.5
12.5,20.5,2.5,0.5,0.5,0.5
12.5,20.5,3.5,0.5,0.5,0.5
12.5,20.5,4.5,0.5,0.5,0.5
12.5,21.5,0.5,0.5,0.5,0.5
12.5,21.5,1.5,0.5,0.5,0.5
12.5,21.5,2.5,0.5,0.5,0.5
12.5,21.5,3.5,0.5,0.5,0.5
12.5,21.5,4.5,0.5,0.5,0.5
12.5,22.5,0.5,0.5,0.5,0.5
12.5,22.5,1.5,0.5,0.5,0.5
12.5,22.5,2.5,0.5,0.5,0.5
12.5,22.5,3.5,0.5,0.5,0.5
12.5,22.5,4.5,0.5,0.5,0.5
12.5,23.5,0.5,0.5,0.5,0.5
12.5,23.5,1.5,0.5,0.5,0.5
12.5,23.5,2.5,0.5,0.5,0.5
12.5,23.5,3.5,0.5,0.5,0.5
12.5,23.5,4.5,0.5,0.5,0.5
12.5,24.5,0.5,0.5,0.5,0.5
12.5,24.5,1.5,0.5,0.5,0.5
12.5,24.5,2.5,0.5,0.5,0.5
12.5,24.5,3.5,0.5,0.5,0.5
12.5,24.5,4.5,0.5,0.5,0.5
13.5,10.5,0.5,0.5,0.5,0.5
13.5,10.5,1.5,0.5,0.5,0.5
13.5,10.5,2.5,0.5,0.5,0.5
13.5,10.5,3.5,0.5,0.5,0.5
13.5,10.5,4.5,0.5,0.5,0.5
13.5,11.5,0.5,0.5,0.5,0.5
13.5,11.5,1.5,0.5,0.5,0.5
13.5,11.5,2.5,0.5,0.5,0.5
13.5,11.5,3.5,0.5,0.5,0.5
13.5,11.5,4.5,0.5,0.5,0.5
13.5,12.5,0.5,0.5,0.5,0.5
13.5,12.5,1.5,0.5,0.5,0.5
13.5,12.5,2.5,0.5,0.5,0.5
13.5,12.5,3.5,0.5,0.5,0.5
13.5,12.5,4.5,0.5,0.5,0.5
13.5,13.5,0.5,0.5,0.5,0.5
13.5,13.5,1.5,0.5,0.5,0.5
13.5,13.5,2.5,0.5,0.5,0.5
13.5,13.5,3.5,0.5,0.5,0.5
13.5,13.5,4.5,0.5,0.5,0.5
13.5,14.5,0.5,0.5,0.5,0.5
13.5,14.5,1.5,0.5,0.5,0.5
13.5,14.5,2.5,0.5,0.5,0.5
13.5,14.5,3.5,0.5,0.5,0.5
13.5,14.5,4.5,0.5,0.5,0.5
13.5,15.5,0.5,0.5,0.5,0.5
13.5,15.5,1.5,0.5,0.5,0.5
13.5,15.5,2.5,0.5,0.5,0.5
13.5,15.5,3.5,0.5,0.5,0.5
13.5,15.5,4.5,0.5,0.5,0.5
13.5,16.5,0.5,0.5,0.5,0.5
13.5,16.5,1.5,0.5,0.5,0.5
13.5,16.5,2.5,0.5,0.5,0.5
13.5,16.5,3.5,0.5,0.5,0.5
13.5,16.5,4.5,0.5,0.5,0.5
13.5,17.5,0.5,0.5,0.5,0.5
13.5,17.5,1.5,0.5,0.5,0.5
13.5,17.5,2.5,0.5,0.5,0.5
13.5,17.5,3.5,0.5,0.5,0.5
13.5,17.5,4.5,0.5,0.5,0.5
13.5,18.5,0.5,0.5,0.5,0.5
13.5,18.5,1.5,0.5,0.5,0.5
13.5,18.5,2.5,0.5,0.5,0.5
13.5,18.5,3.5,0.5,0.5,0.5
13.5,18.5,4.5,0.5,0.5,0.5
13.5,19.5,0.5,0.5,0.5,0.5
13.5,19.5,1.5,0.5,0.5,0.5
13.5,19.5,2.5,0.5,0.5,0.5
13.5,19.5,3.5,0.5,0.5,0.5
13.5,19.5,4.5,0.5,0.5,0.5
13.5,20.5,0.5,0.5,0.5,0.5
13.5,20.5,1.5,0.5,0.5,0.5
13.5,20.5,2.5,0.5,0.5,0.5
13.5,20.5,3.5,0.5,0.5,0.5
13.5,20.5,4.5,0.5,0.5,0.5
13.5,21.5,0.5,0.5,0.5,0.5
13.5,21.5,1.5,0.5,0.5,0.5
13.5,21.5,2.5,0.5,0.5,0.5
13.5,21.5,3.5,0.5,0.5,0.5
13.5,21.5,4.5,0.5,0.5,0.5
13.5,22.5,0.5,0.5,0.5,0.5
13.5,22.5,1.5,0.5,0.5,0.5
13.5,22.5,2.5,0.5,0.5,0.5
13.5,22.5,3.5,0.5,0.5,0.5
13.5,22.5,4.5,0.5,0.5,0.5
13.5,23.5,0.5,0.5,0.5,0.5
13.5,23.5,1.5,0.5,0.5,0.5
13.5,23.5,2.5,0.5,0.5,0.5
13.5,23.5,3.5,0.5,0.5,0.5
13.5,23.5,4.5,0.5,0.5,0.5
13.5,24.5,0.5,0.5,0.5,0.5
13.5,24.5,1.5,0.5,0.5,0.5
13.5,24.5,2.5,0.5,0.5,0.5
13.5,24.5,3.5,0.5,0.5,0.5
13.5,24.5,4.5,0.5,0.5,0.5
14.5,10.5,0.5,0.5,0.5,0.5
14.5,10.5,1.5,0.5,0.5,0.5
14.5,10.5,2.5,0.5,0.5,0.5
14.5,10.5,3.5,0.5,0.5,0.5
14.5,10.5,4.5,0.5,0.5,0.5
14.5,11.5,0.5,0.5,0.5,0.5
14.5,11.5,1.5,0.5,0.5,0.5
14.5,11.5,2.5,0.5,0.5,0.5
14.5,11.5,3.5,0.5,0.5,0.5
14.5,11.5,4.5,0.5,0.5,0.5
14.5,12.5,0.5,0.5,0.5,0.5
14.5,12.5,1.5,0.5,0.5,0.5
14.5,12.5,2.5,0.5,0.5,0.5
14.5,12.5,3.5,0.5,0.5,0.5
14.5,12.5,4.5,0.5,0.5,0.5
14.5,13.5,0.5,0.5,0.5,0.5
14.5,13.5,1.5,0.5,0.5,0.5
14.5,13.5,2.5,0.5,0.5,0.5
14.5,13.5,3.5,0.5,0.5,0.5
14.5,13.5,4.5,0.5,0.5,0.5
14.5,14.5,0.5,0.5,0.5,0.5
14.5,14.5,1.5,0.5,0.5,0.5
14.5,14.5,2.5,0.5,0.5,0.5
14.5,14.5,3.5,0.5,0.5,0.5
14.5,14.5,4.5,0.5,0.5,0.5
14.5,15.5,0.5,0.5,0.5,0.5
14.5,15.5,1.5,0.5,0.5,0.5
14.5,15.5,2.5,0.5,0.5,0.5
14.5,15.5,3.5,0.5,0.5,0.5
14.5,15.5,4.5,0.5,0.5,0.5
14.5,16.5,0.5,0.5,0.5,0.5
14.5,16.5,1.5,0.5,0.5,0.5
14.5,16.5,2.5,0.5,0.5,0.5
14.5,16.5,3.5,0.5,0.5,0.5
14.5,16.5,4.5,0.5,0.5,0.5
14.5,17.5,0.5,0.5,0.5,0.5
14.5,17.5,1.5,0.5,0.5,0.5
14.5,17.5,2.5,0.5,0.5,0.5
14.5,17.5,3.5,0.5,0.5,0.5
14.5,17.5,4.5,0.5,0.5,0.5
14.5,18.5,0.5,0.5,0.5,0.5
14.5,18.5,1.5,0.5,0.5,0.5
14.5,18.5,2.5,0.5,0.5,0.5
14.5,18.5,3.5,0.5,0.5,0.5
14.5,18.5,4.5,0.5,0.5,0.5
14.5,19.5,0.5,0.5,0.5,0.5
14.5,19.5,1.5,0.5,0.5,0.5
14.5,19.5,2.5,0.5,0.5,0.5
14.5,19.5,3.5,0.5,0.5,0.5
14.5,19.5,4.5,0.5,0.5,0.5
14.5,20.5,0.5,0.5,0.5,0.5
14.5,20.5,1.5,0.5,0.5,0.5
14.5,20.5,2.5,0.5,0.5,0.5
14.5,20.5,3.5,0.5,0.5,0.5
14.5,20.5,4.5,0.5,0.5,0.5
14.5,21.5,0.5,0.5,0.5,0.5
14.5,21.5,1.5,0.5,0.5,0.5
14.5,21.5,2.5,0.5,0.5,0.5
14.5,21.5,3.5,0.5,0.5,0.5
14.5,21.5,4.5,0.5,0.5,0.5
14.5,22.5,0.5,0.5,0.5,0.5
14.5,22.5,1.5,0.5,0.5,0.5
14.5,22.5,2.5,0.5,0.5,0.5
14.5,22.5,3.5,0.5,0.5,0.5
14.5,22.5,4.5,0.5,0.5,0.5
14.5,23.5,0.5,0.5,0.5,0.5
14.5,23.5,1.5,0.5,0.5,0.5
14.5,23.5,2.5,0.5,0.5,0.5
14.5,23.5,3.5,0.5,0.5,0.5
14.5,23.5,4.5,0.5,0.5,0.5
14.5,24.5,0.5,0.5,0.5,0.5
14.5,24.5,1.5,0.5,0.5,0.5
14.5,24.5,2.5,0.5,0.5,0.5
14.5,24.5,3.5,0.5,0.5,0.5
14.5,24.5,4.5,0.5,0.5,0.5
15.5,10.5,0.5,0.5,0.5,0.5
15.5,10.5,1.5,0.5,0.5,0.5
15.5,10.5,2.5,0.5,0.5,0.5
15.5,10.5,3.5,0.5,0.5,0.5
15.5,10.5,4.5,0.5,0.5,0.5
15.5,11.5,0.5,0.5,0.5,0.5
15.5,11.5,1.5,0.5,0.5,0.5
15.5,11.5,2.5,0.5,0.5,0.5
15.5,11.5,3.5,0.5,0.5,0.5
15.5,11.5,4.5,0.5,0.5,0.5
15.5,12.5,0.5,0.5,0.5,0.5
15.5,12.5,1.5,0.5,0.5,0.5
15.5,12.5,2.5,0.5,0.5,0.5
15.5,12.5,3.5,0.5,0.5,0.5
15.5,12.5,4.5,0.5,0.5,0.5
15.5,13.5,0.5,0.5,0.5,0.5
15.5,13.5,1.5,0.5,0.5,0.5
15.5,13.5,2.5,0.5,0.5,0.5
15.5,13.5,3.5,0.5,0.5,0.5
15.5,13.5,4.5,0.5,0.5,0.5
15.5,14.5,0.5,0.5,0.5,0.5
15.5,14.5,1.5,0.5,0.5,0.5
15.5,14.5,2.5,0.5,0.5,0.5
15.5,14.5,3.5,0.5,0.5,0.5
15.5,14.5,4.5,0.5,0.5,0.5
15.5,15.5,0.5,0.5,0.5,0.5
15.5,15.5,1.5,0.5,0.5,0.5
15.5,15.5,2.5,0.5,0.5,0.5
15.5,15.5,3.5,0.5,0.5,0.5
15.5,15.5,4.5,0.5,0.5,0.5
15.5,16.5,0.5,0.5,0.5,0.5
15.5,16.5,1.5,0.5,0.5,0.5
15.5,16.5,2.5,0.5,0.5,0.5
15.5,16.5,3.5,0.5,0.5,0.5
15.5,16.5,4.5,0.5,0.5,0.5
15.5,17.5,0.5,0.5,0.5,0.5
15.5,17.5,1.5,0.5,0.5,0.5
15.5,17.5,2.5,0.5,0.5,0.5
15.5,17.5,3.5,0.5,0.5,0.5
15.5,17.5,4.5,0.5,0.5,0.5
15.5,18.5,0.5,0.5,0.5,0.5
15.5,18.5,1.5,0.5,0.5,0.5
15.5,18.5,2.5,0.5,0.5,0.5
15.5,18.5,3.5,0.5,0.5,0.5
15.5,18.5,4.5,0.5,0.5,0.5
15.5,19.5,0.5,0.5,0.5,0.5
15.5,19.5,1.5,0.5,0.5,0.5
15.5,19.5,2.5,0.5,0.5,0.5
15.5,19.5,3.5,0.5,0.5,0.5
15.5,19.5,4.5,0.5,0.5,0.5
15.5,20.5,0.5,0.5,0.5,0.5
15.5,20.5,1.5,0.5,0.5,0.5
15.5,20.5,2.5,0.5,0.5,0.5
15.5,20.5,3.5,0.5,0.5,0.5
15.5,20.5,4.5,0.5,0.5,0.5
15.5,21.5,0.5,0.5,0.5,0.5
15.5,21.5,1.5,0.5,0.5,0.5
15.5,21.5,2.5,0.5,0.5,0.5
15.5,21.5,3.5,0.5,0.5,0.5
15.5,21.5,4.5,0.5,0.5,0.5
15.5,22.5,0.5,0.5,0.5,0.5
15.5,22.5,1.5,0.5,0.5,0.5
15.5,22.5,2.5,0.5,0.5,0.5
15.5,22.5,3.5,0.5,0.5,0.5
15.5,22.5,4.5,0.5,0.5,0.5
15.5,23.5,0.5,0.5,0.5,0.5
15.5,23.5,1.5,0.5,0.5,0.5
15.5,23.5,2.5,0.5,0.5,0.5
15.5,23.5,3.5,0.5,0.5,0.5
15.5,23.5,4.5,0.5,0.5,0.5
15.5,24.5,0.5,0.5,0.5,0.5
15.5,24.5,1.5,0.5,0.5,0.5
15.5,24.5,2.5,0.5,0.5,0.5
15.5,24.5,3.5,0.5,0.5,0.5
15.5,24.5,4.5,0.5,0.5,0.5
16.5,10.5,0.5,0.5,0.5,0.5
16.5,10.5,1.5,0.5,0.5,0.5
16.5,10.5,2.5,0.5,0.5,0.5
16.5,10.5,3.5,0.5,0.5,0.5
16.5,10.5,4.5,0.5,0.5,0.5
16.5,11.5,0.5,0.5,0.5,0.5
16.5,11.5,1.5,0.5,0.5,0.5
16.5,11.5,2.5,0.5,0.5,0.5
16.5,11.5,3.5,0.5,0.5,0.5
16.5,11.5,4.5,0.5,0.5,0.5
16.5,12.5,0.5,0.5,0.5,0.5
16.5,12.5,1.5,0.5,0.5,0.5
16.5,12.5,2.5,0.5,0.5,0.5
16.5,12.5,3.5,0.5,0.5,0.5
16.5,12.5,4.5,0.5,0.5,0.5
16.5,13.5,0.5,0.5,0.5,0.5
16.5,13.5,1.5,0.5,0.5,0.5
16.5,13.5,2.5,0.5,0.5,0.5
16.5,13.5,3.5,0.5,0.5,0.5
16.5,13.5,4.5,0.5,0.5,0.5
16.5,14.5,0.5,0.5,0.5,0.5
16.5,14.5,1.5,0.5,0.5,0.5
16.5,14.5,2.5,0.5,0.5,0.5
16.5,14.5,3.5,0.5,0.5,0.5
16.5,14.5,4.5,0.5,0.5,0.5
16.5,15.5,0.5,0.5,0.5,0.5
16.5,15.5,1.5,0.5,0.5,0.5
16.5,15.5,2.5,0.5,0.5,0.5
16.5,15.5,3.5,0.5,0.5,0.5
16.5,15.5,4.5,0.5,0.5,0.5
16.5,16.5,0.5,0.5,0.5,0.5
16.5,16.5,1.5,0.5,0.5,0.5
16.5,16.5,2.5,0.5,0.5,0.5
16.5,16.5,3.5,0.5,0.5,0.5
16.5,16.5,4.5,0.5,0.5,0.5
16.5,17.5,0.5,0.5,0.5,0.5
16.5,17.5,1.5,0.5,0.5,0.5
16.5,17.5,2.5,0.5,0.5,0.5
16.5,17.5,3.5,0.5,0.5,0.5
16.5,17.5,4.5,0.5,0.5,0.5
16.5,18.5,0.5,0.5,0.5,0.5
16.5,18.5,1.5,0.5,0.5,0.5
16.5,18.5,2.5,0.5,0.5,0.5
16.5,18.5,3.5,0.5,0.5,0.5
16.5,18.5,4.5,0.5,0.5,0.5
16.5,19.5,0.5,0.5,0.5,0.5
16.5,19.5,1.5,0.5,0.5,0.5
16.5,19.5,2.5,0.5,0.5,0.5
16.5,19.5,3.5,0.5,0.5,0.5
16.5,19.5,4.5,0.5,0.5,0.5
16.5,20.5,0.5,0.5,0.5,0.5
16.5,20.5,1.5,0.5,0.5,0.5
16.5,20.5,2.5,0.5,0.5,0.5
16.5,20.5,3.5,0.5,0.5,0.5
16.5,20.5,4.5,0.5,0.5,0.5
16.5,21.5,0.5,0.5,0.5,0.5
16.5,21.5,1.5,0.5,0.5,0.5
16.5,21.5,2.5,0.5,0.5,0.5
16.5,21.5,3.5,0.5,0.5,0.5
16.5,21.5,4.5,0.5,0.5,0.5
16.5,22.5,0.5,0.5,0.5,0.5
16.5,22.5,1.5,0.5,0.5,0.5
16.5,22.5,2.5,0.5,0.5,0.5
16.5,22.5,3.5,0.5,0.5,0.5
16.5,22.5,4.5,0.5,0.5,0.5
16.5,23.5,0.5,0.5,0.5,0.5
16.5,23.5,1.5,0.5,0.5,0.5
16.5,23.5,2.5,0.5,0.5,0.5
16.5,23.5,3.5,0.5,0.5,0.5
16.5,23.5,4.5,0.5,0.5,0.5
16.5,24.5,0.5,0.5,0.5,0.5
16.5,24.5,1.5,0.5,0.5,0.5
16.5,24.5,2.5,0.5,0.5,0.5
16.5,24.5,3.5,0.5,0.5,0.5
16.5,24.5,4.5,0.5,0.5,0.5
17.5,10.5,0.5,0.5,0.5,0.5
17.5,10.5,1.5,0.5,0.5,0.5
17.5,10.5,2.5,0.5,0.5,0.5
17.5,10.5,3.5,0.5,0.5,0.5
17.5,10.5,4.5,0.5,0.5,0.5
17.5,11.5,0.5,0.5,0.5,0.5
17.5,11.5,1.5,0.5,0.5,0.5
17.5,11.5,2.5,0.5,0.5,0.5
17.5,11.5,3.5,0.5,0.5,0.5
17.5,11.5,4.5,0.5,0.5,0.5
17.5,12.5,0.5,0.5,0.5,0.5
17.5,12.5,1.5,0.5,0.5,0.5
17.5,12.5,2.5,0.5,0.5,0.5
17.5,12.5,3.5,0.5,0.5,0.5
17.5,12.5,4.5,0.5,0.5,0.5
17.5,13.5,0.5,0.5,0.5,0.5
17.5,13.5,1.5,0.5,0.5,0.5
17.5,13.5,2.5,0.5,0.5,0.5
17.5,13.5,3.5,0.5,0.5,0.5
17.5,13.5,4.5,0.5,0.5,0.5
17.5,14.5,0.5,0.5,0.5,0.5
17.5,14.5,1.5,0.5,0.5,0.5
17.5,14.5,2.5,0.5,0.5,0.5
17.5,14.5,3.5,0.5,0.5,0.5
17.5,14.5,4.5,0.5,0.5,0.5
17.5,15.5,0.5,0.5,0.5,0.5
17.5,15.5,1.5,0.5,0.5,0.5
17.5,15.5,2.5,0.5,0.5,0.5
17.5,15.5,3.5,0.5,0.5,0.5
17.5,15.5,4.5,0.5,0.5,0.5
17.5,16.5,0.5,0.5,0.5,0.5
17.5,16.5,1.5,0.5,0.5,0.5
17.5,16.5,2.5,0.5,0.5,0.5
17.5,16.5,3.5,0.5,0.5,0.5
17.5,16.5,4.5,0.5,0.5,0.5
17.5,17.5,0.5,0.5,0.5,0.5
17.5,17.5,1.5,0.5,0.5,0.5
17.5,17.5,2.5,0.5,0.5,0.5
17.5,17.5,3.5,0.5,0.5,0.5
17.5,17.5,4.5,0.5,0.5,0.5
17.5,18.5,0.5,0.5,0.5,0.5
17.5,18.5,1.5,0.5,0.5,0.5
17.5,18.5,2.5,0.5,0.5,0.5
17.5,18.5,3.5,0.5,0.5,0.5
17.5,18.5,4.5,0.5,0.5,0.5
17.5,19.5,0.5,0.5,0.5,0.5
17.5,19.5,1.5,0.5,0.5,0.5
17.5,19.5,2.5,0.5,0.5,0.5
17.5,19.5,3.5,0.5,0.5,0.5
17.5,19.5,4.5,0.5,0.5,0.5
17.5,20.5,0.5,0.5,0.5,0.5
17.5,20.5,1.5,0.5,0.5,0.5
17.5,20.5,2.5,0.5,0.5,0.5
17.5,20.5,3.5,0.5,0.5,0.5
17.5,20.5,4.5,0.5,0.5,0.5
17.5,21.5,0.5,0.5,0.5,0.5
17.5,21.5,1.5,0.5,0.5,0.5
